Entity,EntityIndex,Relation,RelationIndex
"['8 月', '章 ', '1', '技術', '內容', '2', '概況', '產業', '沿革...........................................................................................', '....................................................................................................6', '特性', '現況....................................................', '3.1', '來源及特性', '廢棄物', '清理', '.....................................................................', '章', '224.1環境化', '..............................................................', '廠', '32', '廢棄物資源', '46', '資源', '技術', '46', '廢酸資源', '.........................................', '資源', '55', '無機污', '技術.............................................................................', '5.5', '技術', '第六章', '資源化案例', '.........................................', '資源', '技術案例', '84', '化', '...............................', '6.3廢切', '資源', '例', '技術', '設備', '程序', '7.1', '評估', '............................................................................105', '資源', '選用', '7.3', '化', '分析', '114', '........................', '圖', '-12005', '2021', '晶圓', '圖2.2-', '', '................', '   圖2.2', '2', '.......................................................................................', '-', '典型矽晶圓', '流程', '圖', '3.1', '頭尾料', '15', '3', '料........................................................................................', '   圖', '-', '破片', '4.1', '1', '圓片的主要', '晶圓片類', '.............................................', '圖', '-', '矽晶圓', '光片', '.....................................................................', '圖', '-', '分析', '流程', '   圖', '1', '密閉', '', '程序', '38', '-2十二吋拋光片', '.........................................................................', '圖4.2-', '滿足線寬小', 'm', '用型', '純水', '流程', '41', '5.1-1', '太陽能', '流程', '48', '5.2-1矽晶圓片', '流程', '...............................................................................50   圖', '-1', '有機', '回收', '.....................................................................57', '2', '吸收', '流程', '...................................................................................57圖5.3', '再生', '58', '5.3', '4催化燃燒', '.', '....................', '   圖', '-5有機混合', '流程', '.', '圖', '-', '蒸餾', '裝置', '2', '5.3-', '萃取精餾', '.................................................................................', 'IV', '5.3', '8', '蒸發分離原理', '.....................................................................', '64圖', '-', '原理', '....................................................................................', '圖', '-10', '噴注式', '...........................................................', '68', '5.3', '11旋轉窯焚化爐示意', '.............................................................................', '-', '無機性', '泥', '水', '利用流程', '74', '5.4', '機性污泥', '利用', '燒製', '柵板', '.....................................', '圖', '-', '無機性污泥替代', '原料', '利用', '.................................................', '圖5.4-', '無機性', '骨材', '利用', '....................................', '5.4', '5', '再', '氟化', '泥', '加工處理流程', '圖5.5', '切削', '', '', '.................................................................', '圖5.5', '遠心', '運作原理............................................................................82', '5.5', '3廢', '削油多重離心', '83', '-', '矽晶', '廢混酸之溶劑', '流程及質量平衡....................90', '6.1-2', '以2-', '為', '', '萃取線及醋酸的麥泰 (McCabe-Thielie', '分析', '圖', '-', '廢混酸以', '乙基己醇萃取', '洗滌', '', '相', '關係', '液：', '醋酸']","[7, 11, 19, 21, 23, 27, 31, 35, 39, 45, 49, 52, 55, 59, 63, 67, 70, 73, 80, 83, 87, 91, 94, 99, 103, 105, 107, 110, 114, 118, 122, 124, 130, 132, 137, 141, 145, 148, 152, 155, 157, 161, 165, 169, 171, 174, 178, 181, 183, 187, 191, 194, 196, 199, 203, 205, 207, 209, 213, 217, 221, 223, 226, 235, 241, 245, 248, 250, 254, 258, 261, 264, 268, 272, 277, 279, 283, 290, 292, 294, 298, 302, 304, 308, 313, 315, 317, 319, 322, 325, 328, 330, 332, 337, 339, 342, 345, 347, 349, 351, 353, 360, 363, 367, 370, 374, 378, 380, 383, 385, 389, 392, 394, 396, 401, 403, 408, 411, 413, 415, 418, 422, 424, 426, 432, 438, 441, 443, 447, 450, 452, 454, 459, 463, 465, 467, 469, 473, 475, 477, 480, 482, 485, 487, 489, 491, 495, 497, 500, 502, 505, 507, 510, 513, 515, 519, 521, 523, 529, 531, 535, 537, 539, 541, 546, 549, 551, 555, 557, 559, 563, 565, 567, 569, 573, 575, 577, 579, 583, 585, 589, 592, 594, 598, 600, 602, 604, 606, 610, 614, 618, 622, 624, 626, 629, 632, 638, 640, 643, 647, 652, 655, 657, 664, 672, 676, 680, 682, 684, 692, 694, 698, 700, 703, 707, 711, 713, 715, 717, 721, 724]","['第三章', '..............................................................................', '化', '..................................................................................', '72', '..............................................................................', '削油', '', '選用', '7.2', '....................................................................................', '~', '-', '製造', '2', '.........................................................................................', '3.1', '矽晶', '4.1', '2', '4.1', '3', '清洗', 'μ', '製造', '圖', '-', '回收', '61', '7', '簡圖', '66', '泥', '   圖', '2', '3', '4', '-', '.....................................', '-', '2', '切', '蝕刻', '2', '-', '洗滌']","[46, 106, 119, 121, 131, 156, 170, 180, 182, 195, 208, 222, 249, 262, 274, 278, 293, 305, 318, 320, 331, 333, 361, 373, 402, 419, 433, 462, 466, 481, 484, 509, 542, 550, 553, 570, 584, 599, 611, 630, 631, 644, 660, 704, 705, 719]"
"['10', '圖', '以', '自', '-', '醋酸', '溫', '其麥', ')', '................................................................', '5廢混酸', '磷酸', ')', '萃取劑的等溫萃取線及硝酸', 'McCabe-Thielie', '分析...................................................................', '92', '6.1', '6', '(TBP', '萃取', '後的洗滌', '', ' 度', '(洗滌液', 'L醋酸']","[4, 8, 12, 14, 16, 20, 22, 26, 31, 35, 41, 43, 47, 55, 60, 63, 65, 67, 69, 76, 78, 82, 84, 87, 90, 96]","['', '(', 'McCabe-Thielie', '-', '(', '磷酸', '濃', '/']","[25, 29, 30, 39, 59, 73, 86, 94]"
"['磷酸三丁酯', '', '萃取線', '－', '(', '圖', '以', '自', '三丁酯', ')', '氫氟酸', '其麥', '泰 ', 'McCabe-Thielie', '作', '-', ' 廠廢溶劑', '化', '流程', '   圖6.2-', ' 廠', '資源', '流程', '.', '6.2-3E', '資源化', '程..................................................................', '圖', '-', '晶圓', '比較圖...........................................................................', '圖', '-', '', '回收', '..........', '104', '6.3', '3', '分', '104', '7.1-', '資源化系統', '評估', '流程', '106', '1', '化', '評估', '...........................................................................', '            VI 表', ' 錄   ', '1', '圓片', '廢棄物', '情形及清理現況....................................18', '-', '製造業', '機構', '.................................................', ' 表', '-1單位', '晶圓', '所消耗之原物', '量', '...........................................', '27 表4.1-', '單位', '拋片', '負荷', ' 表', '-', ' 矽', '工廠環境特性分析結果', '表.........................................30 表4.1-', ' 矽', '生命', '分析', '廠內', '比較.........', '4.2-1', '', '製程與鹼', '製程', '.....................................', '4.2-2', '標準的超高', '試劑的技術指標......................................', ' 表', '-3', '種常用瓶裝', '顏色標識', '..............44 表5.3', '1常見之有機溶劑....................................................................................', '5.3-2氣態廢溶劑', '技術', '比較....................................................59', '5.3-3', '蒸發', '或', '', '.................................................', '-', '泥窯使用', '作為輔助', '原則.........................................70 表5.3', '5半導體製造業', '材料', '製造業', '再', '.', ' 表', '1', '1', '', '.........................................................................89   表6.2-1 異丙醇之工業', '.................................................................................98', '-', '章', '緣', '年']","[2, 8, 11, 13, 15, 21, 25, 27, 29, 32, 35, 40, 42, 44, 46, 53, 57, 59, 61, 66, 69, 72, 75, 77, 83, 87, 90, 92, 94, 96, 101, 103, 106, 110, 112, 114, 116, 118, 120, 122, 126, 129, 133, 135, 137, 140, 144, 146, 148, 150, 153, 155, 159, 161, 163, 171, 174, 178, 180, 182, 184, 188, 190, 196, 198, 200, 205, 207, 211, 213, 216, 218, 220, 227, 234, 236, 240, 243, 248, 252, 257, 259, 264, 267, 269, 274, 278, 284, 286, 289, 293, 297, 302, 309, 317, 320, 324, 328, 332, 335, 337, 339, 343, 347, 350, 358, 363, 366, 369, 372, 375, 377, 379, 381, 384, 395, 398, 400, 402, 405, 408]","['為', '........................', '', '(', '6.2', '1', '2', 'D', ' 廠', '廢溶劑', '102', '圖', '實驗', '109', '', '4.1', '2', '製造', '工廠', '週期', '環境', '', '純度化學', '43', '..............................................', '水', '      -']","[6, 19, 39, 43, 52, 54, 67, 68, 84, 85, 102, 117, 136, 151, 166, 185, 206, 222, 239, 241, 244, 263, 279, 285, 298, 345, 399]"
"['國家', ' 濟發展及國民生活水準', '改善']","[1, 8, 16]","['提昇', '帶', '來', '忽視']","[9, 10, 11, 14]"
"['矽晶圓材料', '吋與12 ', '長晶、切割', '作業']","[4, 9, 15, 21]","['進口', '進行', '至', '等']","[1, 5, 17, 19]"
"['半導體矽晶圓', '通訊', '寶石晶圓、光電產業之氧', '晶圓', '系統', '科技等', '種；', '半導體業者']","[5, 7, 15, 18, 21, 24, 28, 32]","['十餘', '國內']","[26, 30]"
"['國內', '具有', '', '', '', '優勢']","[1, 3, 6, 9, 12, 15]","['使', '高', '精度', '品質', '效率', '成本']","[0, 4, 5, 8, 11, 14]"
['環境污染特性與傳統業'],[6],"['產生', '不同']","[0, 7]"
[],[],"['不予', '回收', '處置']","[0, 1, 4]"
"['矽晶 圓製造業', '廢棄物資源', '技術手冊', '工作']","[3, 6, 10, 12]","['進行', '化', '編寫']","[4, 7, 11]"
"['業界', '廢棄物資源', '技術之認知']","[3, 6, 11]","['希望', '提昇', ' 化', '專業']","[0, 2, 7, 8]"
"['矽晶圓製造業', '資源化', '手冊編撰']","[3, 7, 10]","['進行', '技術', '工作']","[4, 8, 11]"
"['矽晶圓', '業者', '生產與廢棄 物資源', '技術之認知']","[4, 6, 13, 18]","['希望', '提升', '製造', '清潔', '化', '專業']","[0, 2, 5, 8, 14, 15]"
"['廢棄物', '意願']","[2, 6]","['提高', '回收', '利用']","[1, 3, 5]"
"['針對適用', '國內外', '成熟且', '', '進行', '討']","[4, 10, 13, 17, 21, 23]","['產業', '具', '資源', '化', '探 ', '說明']","[7, 15, 18, 19, 22, 24]"
"['各資源', '技術運作情 形']","[2, 6]","['提供', '化']","[0, 3]"
"['第七章', '資源', '技術評估流程', '資源', '設備之選用程序及成本分析']","[1, 4, 9, 11, 20]","['提供', '化', '購置', '化']","[3, 5, 10, 12]"
"['業者', '資源', '技術與設備之參考']","[1, 3, 9]","['供', '選用', '化']","[0, 2, 4]"
"['其產業範疇', '晶圓、光罩、記憶 體', '其他積體電路']","[2, 10, 14]","['包括', '從事']","[3, 4]"
"['上下游產業', '二極體、電晶體、閘流體', '電路引腳架', '', '專用導線架製造業', '封裝']","[3, 12, 15, 17, 22, 25]","['相關', '包括']","[0, 5]"
"['半導體', ' 品']","[1, 3]","['產生', '成']","[0, 2]"
"['純度', '晶矽']","[4, 6]","['製成', '高', '多']","[1, 2, 5]"
"['晶矽', '直徑', '', '矽晶棒']","[2, 6, 9, 11]","['讓', '多', '拉成', '不同', '大', '']","[0, 1, 4, 5, 7, 9]"
"['半導體', '吋', '晶圓材料']","[4, 13, 16]","['開始', '進入', '投資', '成立', '生產']","[5, 6, 8, 9, 11]"
"['國內', '晶圓', '材料']","[1, 3, 7]",['拋光'],[2]
"['矽晶圓', '後段製程', '研磨、清洗']","[3, 7, 13]","['從事', '製造', '拋光']","[1, 4, 9]"
"['國內', '吋', '片廠則有', '', '建廠', '階段']","[0, 3, 7, 9, 13, 15]","['生產', '', '完成']","[1, 9, 14]"
"['半導體', '', '', '', '小松']","[3, 7, 9, 11, 13]",[],[]
"[' 年', '提高至', '12％']","[3, 7, 12]",['2005'],[8]
"['年', '25']","[2, 4]",['％'],[5]
"['年', '率', '約']","[2, 4, 6]","['估計', '僅']","[0, 5]"
"['其中', '來自', '矽', '貢獻']","[0, 5, 8, 11]","['成長', '係']","[2, 3]"
"['2003', '2009 年', '率', '％']","[0, 3, 6, 9]","['複合', '成長', '達']","[4, 5, 7]"
"['國際半導體技術', '圖', '發表2005', '年', '晶圓', '技術發展技術藍圖']","[2, 4, 14, 17, 19, 25]",['－'],[15]
"['圖', '-', '所示']","[1, 3, 6]",[],[]
"['吋', '晶圓逐漸成為', '在', '選擇']","[2, 6, 9, 12]","['生產', '；']","[0, 8]"
"['CZ', '', '為', '缺陷還']","[1, 4, 6, 10]","['簡稱', '', '減少', '表面', '後續']","[0, 4, 7, 8, 12]"
"['研發階段', '年', '展開']","[1, 5, 7]",[],[]
"['矽晶圓', '技術', '研發階段']","[2, 5, 9]",['拋光'],[4]
"['-', '計畫(', '-', '2005', '2021', '技術', '趨勢', '6', '2.2', '概述', '晶圓成為積體電路主要基材', '元素', '豐富的元素']","[2, 11, 18, 20, 22, 27, 29, 31, 33, 35, 43, 51, 59]",[''],[43]
"['毒性', '寬能階差', '', '', '成', '', '（', '游動性（', '）']","[3, 6, 10, 12, 14, 16, 18, 26, 30]","['具', '無', '穩定', '', '高', '電子']","[0, 1, 15, 16, 23, 24]"
"['矽', '晶矽的原料']","[0, 6]","['製造', '多']","[2, 3]"
"['純度', '過程先', '', '（', '', '（', '', '混合', '石墨電弧沈', '（']","[2, 6, 9, 11, 14, 16, 19, 21, 27, 29]","['製造', '高', '晶矽', '置', '於', '熱', '還']","[0, 1, 4, 22, 23, 33, 34]"
"['~', '℃高溫加']","[2, 6]",['熱'],[7]
"['圖', '-', '所']","[1, 3, 5]",[],[]
"['1', '單晶', '程序目前超過', '％', '元件材料', '是使用單晶矽']","[0, 2, 6, 9, 12, 16]","['成長', '']","[3, 9]"
"['高零差排 ', '產能', '缺陷的矽晶棒']","[2, 7, 12]","['產生', '低', '生長']","[0, 8, 9]"
['尺寸的矽晶棒'],[5],"['開始', '生產', '大']","[0, 1, 2]"
"['單晶', '過程', '一門', '科學（']","[0, 2, 5, 8]","['成長', '轉變成']","[1, 3]"
"['利用', '以', '內', '2', '多', '三氯', '(SiHCl', '半導體級多', '還', '純水以', '進行', '900', ')']","[3, 6, 10, 16, 19, 24, 27, 35, 40, 47, 49, 53, 55]","['增加', '磁場', '矽湯', '矽砂', '矽甲烷', '分餾', '℃']","[4, 5, 8, 13, 25, 45, 54]"
"['其', '矽晶', '生產低功率的積 體電路元件']","[0, 3, 11]","['生產', '用於']","[1, 5]"
"['CZ', '較', '單晶矽晶棒']","[1, 3, 10]","['用於', '生產', '大', '尺寸']","[5, 6, 7, 8]"
"['熔化', '成長', '熔化', '', '為', '功率的大']","[1, 5, 13, 17, 20, 25]","['加料', '晶頸', '  晶冠', '  尾部', '-', '-', '']","[0, 2, 6, 8, 10, 12, 24]"
"['3', '晶頸', '融熔液體', '穩定']","[1, 3, 14, 16]","['成長', '後']","[7, 17]"
"['晶種', '差排', ' 象']","[1, 3, 8]","['使', '產生', '現']","[0, 2, 7]"
"['晶頸', '時', '晶種', ' 速', '上']","[0, 2, 5, 7, 9]","['成長', '快', '提升']","[1, 6, 10]"
"['4', '晶冠', '成長']","[1, 3, 10]","['成長', '完成', '後']","[7, 11, 12]"
"['2', '晶圓', '晶矽', '長成', '矽晶棒後']","[0, 2, 5, 9, 12]","['加工', '單晶']","[3, 10]"
"['此一部份', '作業', '（', '', '邊（', '', '（', '', '（', '', '以', '製程']","[2, 5, 9, 12, 15, 18, 20, 23, 25, 28, 37, 43]","['加工', '成形', '包括', '等']","[3, 4, 6, 42]"
['晶 棒'],[4],"['進行', '黏著']","[2, 5]"
"['2', '圓邊', '製造', '', '撞擊', '晶圓', '（Edge Chipping）']","[1, 4, 14, 16, 20, 22, 27]","['晶圓', '在', '', '遭', '邊緣', '破裂']","[11, 12, 16, 18, 23, 24]"
"['晶圓', '製程中', '污染微粒', '歷 多次高溫製程', '氧化', '薄膜', '後']","[1, 4, 7, 19, 23, 26, 29]","['讓', '釋出', '預防', '擴散', '成長']","[0, 5, 13, 24, 27]"
"['晶圓', '研磨盤間']","[1, 5]",['盛裝'],[2]
"['4', '蝕刻', '去除先前機械', '損傷']","[1, 3, 13, 17]","['加工', '造成']","[14, 15]"
"['酸性反應', '反應']","[2, 5]","['為', '放熱']","[3, 4]"
"['此方式特點', '成本', '毒氣', '問題']","[2, 4, 9, 14]","['為', '低', '無', '排放']","[3, 6, 8, 13]"
"['上', '晶圓', '℃~', '℃間爐管中']","[1, 3, 7, 12]","['傳統', '置於']","[0, 4]"
"['鈍態氣體', '~', '分鐘']","[2, 6, 8]","['加', '熱']","[3, 4]"
"['環境雜質污染與', '應力', '', '中']","[6, 8, 10, 15]","['成長', '熱', '造成', '缺', '於']","[1, 7, 9, 11, 13]"
"['去疵法', '晶圓中晶格之缺陷', '缺陷']","[0, 7, 13]","['利用', '來', '控制', '其他']","[2, 8, 9, 12]"
"['元件設計區雜質', '金屬', '缺陷']","[4, 6, 9]","['提供', '吸附']","[1, 10]"
"['此方法', '機械應力控制上及其', '上', '處理']","[1, 8, 11, 14]","['清洗', '仔細', ' 當']","[10, 13, 16]"
"['晶圓', '拋光', '）', '）', 'WaferPolishing']","[2, 4, 7, 14, 20]","['（', '分為', 'Edge Polishing', '', '）']","[5, 8, 12, 14, 21]"
"['碎片之機會', '後者之目', '前製程', '']","[8, 12, 16, 19]","['減低', '碰撞', '產生', '在於', '改善', '留下', '缺陷']","[1, 3, 5, 13, 14, 18, 21]"
"['邊緣', '方式', '預先', 'Buff', '晶片', '所需']","[2, 4, 6, 11, 15, 19]","['係', '（', '外緣', '形狀']","[5, 10, 16, 20]"
"['過後', '目視檢查', '（', '', '（']","[1, 5, 9, 12, 14]","['清洗', '做', '缺口']","[0, 3, 8]"
['晶圓表面'],[3],"['進行', '拋光']","[1, 4]"
"['晶圓', '拋光', '表面加工', '一道步驟']","[0, 2, 7, 11]","['是', '']","[3, 7]"
"['時', '晶圓', '蠟', '（', '夾持', '固定於']","[1, 4, 6, 8, 13, 15]","['拋光', '鑲理', '方式', '拋光盤']","[0, 7, 14, 16]"
"['', '矽酸膠', '中', '拋光']","[5, 8, 14, 16]",['具'],[2]
"['-', '清理', '矽晶圓', '流程可', '年Teal及 Little', ' 年', 'CZ']","[2, 8, 11, 14, 21, 26, 28]","['', '人']","[20, 23]"
"['矽晶圓', '流程', '今']","[3, 5, 7]","['製造', '無', '大', '變化']","[4, 9, 11, 12]"
"['本章', '矽晶圓', '中可能', '', '', '類予以']","[0, 4, 9, 11, 13, 16]","['係', '製造', '']","[1, 5, 11]"
"['人員', '廢棄物', '資源', '']","[3, 5, 8, 12]","['供', '相關', '從事', '清理', '利用', '工作']","[1, 2, 4, 6, 10, 11]"
"['廢矽晶頭尾料、廢石英坩', '', '矽晶堝底料、 矽晶圓破損片', '浦潤滑油、廢切削油及無機性污泥']","[6, 8, 17, 25]","['產生', '廢', '泵']","[1, 9, 18]"
"['此時', '廢棄物', '矽晶頭尾料']","[0, 3, 9]","['產生', '通稱為', '廢']","[1, 5, 7]"
"['圖', '-', '為廢', ' 料照片']","[1, 3, 6, 10]","['矽晶', '頭尾']","[7, 8]"
"['-', '流程及其', '產生', '原料', '製程', '廢水廢氣廢棄物單晶', '晶頸', '晶冠', '成長尾部', '加工', '邊', '熱', '拋光', '清洗', '堝 摻', 'Dopant）', '削', '(', ')硝酸', 'HNO3)氫氟酸(HF)醋酸(', ')', 'H3PO4', 'Ar', 'HCl', '氧化鉀(KOH', '研磨漿料', '  H2O- H2O2-NH4OH   H2O- H2O2-HCl', '廢矽晶', '矽晶', '底料', '無機性污', '廢酸', '鹼', '污泥', '廢溶劑', '3.1', '2', '2', '廢', '是能', '長晶', '', '', '']","[2, 12, 14, 17, 19, 24, 27, 29, 33, 36, 39, 42, 46, 48, 54, 58, 61, 65, 68, 78, 80, 83, 87, 91, 96, 100, 104, 111, 114, 116, 120, 126, 128, 133, 139, 145, 147, 151, 157, 164, 166, 168, 170, 172]","['添加物', '晶圓', ' 多', '油', 'lurry', '(', 'CH3COOH', ')', ')', '）', '堝', '品質']","[18, 47, 49, 62, 66, 69, 79, 88, 92, 103, 115, 171]"
"['石英坩堝外側', '一具', '密度', '複合層（']","[2, 5, 9, 13]","['為', '高', '氣泡']","[3, 6, 7]"
"['其作用', '散射熱源']","[1, 8]","['提供', ' 勻']","[3, 5]"
"['石英坩', '表面', '狀']","[4, 6, 11]","['廢棄', '殘留', '規則', '多', '晶矽']","[1, 8, 10, 12, 13]"
"['人工', '分離']","[2, 5]","['利用', '進行', '敲碎']","[1, 3, 4]"
[' 洗'],[3],"['進行', '酸', '清潔']","[1, 2, 4]"
"['純度石英', '次級石英', '玻璃之原料']","[2, 8, 12]","['高', '用於', '製造']","[0, 5, 6]"
"['圖', '-', '為廢', '底料照片']","[0, 2, 5, 9]","['矽晶', '堝']","[6, 7]"
"['其他的矽晶圓', '過程', '研磨']","[2, 4, 9]","['製造', '拋光']","[3, 10]"
"['圖', '-', '）', '而']","[0, 2, 4, 12]","['因', '造成', '破損片']","[8, 13, 15]"
"['後', '後方', '長晶原料']","[1, 6, 10]","['回收', '酸洗', '作為']","[0, 5, 8]"
"['圖', '-', '矽', '破片-17', '製程', '將', '棒', '薄片']","[0, 2, 4, 8, 17, 21, 24, 28]",['單晶'],[23]
"['晶圓', '過程', '切割機（', '裁切', '切片過程須', '（', '化', 'SiC', '', '混合', '作為', '用途']","[0, 2, 6, 13, 17, 21, 23, 25, 27, 30, 32, 34]","['切割', '由', '矽 ', '', '冷卻']","[1, 19, 24, 30, 33]"
"['過程', '']","[3, 5]","['用以', '帶走', '切割', '產生', '熱']","[0, 1, 2, 4, 6]"
"['其中切片', '單元', '切削油']","[1, 3, 6]","['生產', '產生', '廢']","[2, 4, 5]"
"['化學', ' 刻製程', '濃度硝酸', 'HNO3', '氫氟酸', '緩衝酸液', '', '）', '', '進行', '作業']","[0, 3, 7, 9, 13, 19, 22, 24, 26, 28, 30]","['蝕', '不同', '', '微蝕']","[1, 5, 26, 29]"
"['蝕刻作業後的廢混酸', '時']","[5, 10]","['欲', '進行', '利用']","[6, 7, 9]"
"['後的矽晶圓', '乾燥處理']","[5, 10]","['清洗', '完成', '需要', '適當']","[0, 1, 6, 7]"
"['純度氮氣', '傳輸氣體']","[3, 6]","['高', '作為']","[1, 4]"
"['IPA', '晶圓', '面水分呈現共', '原理']","[1, 4, 9, 12]","['利用', '沸點', '']","[0, 10, 11]"
